stop_ids,stop_lat,stop_lon,stop_name
"['6502', '6503', '6900', '7109']",37.73503325,-122.471359,West Portal/Sloat/St Francis Circle
"['3871', '3872', '4819']",37.792729666666666,-122.40429566666667,California St & Kearny St
"['3947', '3948', '5257', '5258']",37.80142975,-122.43138225000001,Chestnut St & Laguna St
"['5622', '6473', '7299']",37.77321133333333,-122.41856866666667,South Van Ness Ave & Mission St
"['3483', '3484', '7532']",37.75234366666667,-122.416232,24th St & South Van Ness Ave
"['3018', '3019', '6354', '6355', '6356', '6357']",37.7276965,-122.40350933333333,Bacon St & San Bruno Ave
"['3209', '5651']",37.778552000000005,-122.41471150000001,8th St & Market St
"['6032', '6033']",37.75935,-122.40694500000001,Potrero Ave & 20th St
['6993'],37.74817,-122.459192,Forest Hill Station Outbound
"['5159', '6094', '6095']",37.790839,-122.44745733333333,Jackson St & Presidio Ave
"['3572', '3573']",37.7735555,-122.5057505,45th Ave & Cabrillo St
"['4623', '4624', '5147']",37.79255866666667,-122.43461300000001,Fillmore St & Jackson St
"['5786', '7103']",37.727236000000005,-122.46677,Ocean Ave & Cerritos Ave
"['7343', '7344']",37.7254775,-122.394239,Third Street & Carroll Ave
"['5669', '5670']",37.7934835,-122.3961525,Market St & Drumm St
"['3576', '3577', '5215', '5216', '7117', '7118']",37.76043983333333,-122.50594533333333,46th Ave & Judah St
"['4754', '5709', '5710']",37.782142,-122.44737966666666,Geary Blvd & Masonic Ave
"['7355', '7362']",37.760447,-122.388558,Third Street & 20th St
['7181'],37.80283,-122.413978,COLUMBUS AVE & CHESTNUT ST
"['4635', '4636']",37.787883,-122.43361,Fillmore St & Pine St
['5658'],37.792572,-122.397016,Market St & Beale St
"['4341', '7842']",37.705764,-122.469256,Daly City Bart Station
['5731'],37.788702,-122.401925,Metro Montgomery Station/Downtown
"['4423', '4424', '4950', '4951']",37.77122575,-122.43704975,Divisadero St & Haight St
['6199'],37.75211,-122.401467,Rhode Island St & 25th St
"['6368', '6369']",37.719215000000005,-122.400455,San Bruno Ave & Ward St
"['3661', '4715', '4716', '7295']",37.76721625,-122.44647599999999,Ashbury St & Frederick St
"['3011', '5052', '7548']",37.786638,-122.39828733333333,2nd St & Howard St
['7651'],37.783502,-122.407625,5th St &Stevenson St
"['5879', '5880', '5939']",37.73613866666667,-122.39467233333335,Palou Ave & Phelps St
"['4508', '4509', '4510', '4511', '7022', '7146']",37.791245499999995,-122.3902645,The Embarcadero & Folsom St
"['6098', '6099', '6605']",37.784436666666664,-122.44622033333333,Presidio Ave & Sutter St
['5657'],37.79111,-122.399069,Market St & Battery St
['6806'],37.804287,-122.424996,Van Ness Ave & Bay St
"['3453', '3454']",37.754359,-122.405122,23rd St & Utah St
['5184'],37.807132,-122.417324,Jones St & Beach St
"['4890', '4891', '5479', '5480']",37.7142205,-122.4360925,Geneva Ave & Naples St
"['7340', '7395', '7399']",37.712241,-122.40232766666666,Bay Shore Blvd/Arleta/Blanken
"['3193', '4971']",37.775614000000004,-122.406449,7th St & Harrison St
"['6257', '6258', '6259', '7107']",37.71408625,-122.45218424999999,San Jose Ave & Farallones St
"['4515', '4516']",37.8031115,-122.401071,The Embarcadero & Greenwich St
"['4103', '4104']",37.803602,-122.414861,Columbus Ave & Chestnut St
"['5875', '5876', '7369']",37.732909,-122.389031,Palou Ave & Lane St
['5228'],37.751887,-122.402223,Kansas St & 25th St
['5685'],37.788613,-122.402163,Market St & New Montgomery St
"['5205', '5206', '7087', '7088']",37.761268,-122.48663825,Judah St & 28th Ave
"['5368', '5369', '6773', '6774']",37.800019,-122.41247150000001,Mason St & Union St
"['5799', '5800', '7638']",37.723351,-122.44112533333333,Ocean Ave & Otsego Ave
"['4826', '6596']",37.789782,-122.404051,Kearny St & Sutter St
"['4075', '4076', '4171', '4172']",37.758765,-122.44596025,Clayton St & Corbett Ave
"['3999', '7071']",37.7435935,-122.4265825,Church St & 29th St
"['6555', '6556', '6640', '6641', '7110', '7124']",37.74222866666667,-122.49443766666667,Sunset Blvd & Taraval St
"['3855', '3857', '4346', '7294', '7564']",37.7934816,-122.39747299999999,California St & Davis St
"['5999', '6000', '6311']",37.79172866666667,-122.42100999999998,Polk St & Sacramento St
"['5779', '5780', '7104']",37.728352666666666,-122.46777066666665,Ocean Ave & Aptos Ave
"['5881', '5882']",37.7371895,-122.3965445,Palou Ave & Quint St
"['6622', '6623']",37.7427165,-122.48319599999999,Taraval St & 26th Ave
"['4231', '4232', '5950', '5951']",37.77318225,-122.47193324999999,Fulton St & Park Presidio Blvd
['6929'],37.794255,-122.413008,Washington St & Taylor St
['6991'],37.762683,-122.435289,Metro Castro Station/Outbound
"['4095', '4096', '4948', '4949']",37.769484750000004,-122.45073925,Cole St & Haight St
"['4872', '6922']",37.793824,-122.4162535,Leavenworth St & Washington St
['6018'],37.785774,-122.427675,Post St & Laguna St
['7191'],37.713395,-122.401995,SAN BRUNO AVE & SOMERSET ST
"['5358', '5359']",37.8009335,-122.4126545,Mason St & Filbert St
"['3860', '4445']",37.793829,-122.3963615,California St & Drumm St
"['3140', '3141', '5863', '5864']",37.73402375,-122.39085625000001,3rd St & Palou Ave
"['3034', '3035', '3177', '3178']",37.77714825,-122.46400375,Balboa St & 6th Ave
"['5501', '5502', '5503', '5504']",37.735929,-122.37940474999999,Middle Point Rd & West Point Rd
"['3831', '3832']",37.78452,-122.47097550000001,California St & 12th Ave
"['5234', '5235', '5236', '5237']",37.77968525,-122.38979649999999,King St & 2nd St
"['3214', '3215', '5193', '5194', '7079']",37.7621198,-122.4663262,9th Ave & Judah St
"['4892', '4893']",37.7156965,-122.4394595,Geneva Ave & Paris St
"['3956', '3957', '6800', '6801', '6802']",37.8023788,-122.42483159999999,Chestnut St & Van Ness Ave
"['7345', '7346']",37.7292775,-122.392621,Third Street & Williams Ave
"['3201', '3202', '4734', '4735']",37.77347625,-122.46589399999999,8th Ave & Fulton St
"['3519', '5567', '5568']",37.749027000000005,-122.41803266666666,26th St & Mission St
"['5362', '5363']",37.79906,-122.4122775,Mason St & Green St
"['6267', '6268', '7111']",37.718423333333334,-122.44863166666666,San Jose Ave & Mt Vernon Ave
"['4005', '4006', '4447', '4448', '7074']",37.7694004,-122.4292184,Church St & Duboce Ave
"['4904', '6015', '6112']",37.74649633333334,-122.44777500000002,Glenview Dr & Portola Dr
['3092'],37.807407,-122.414125,Beach St & Mason St
"['6001', '6002', '6603']",37.787874333333335,-122.42016366666667,Polk St & Sutter St
['6932'],37.736125,-122.504351,Wawona/46th Ave /SF Zoo
['7281'],37.805146,-122.403233,Embarcadero & Sansome St
"['3184', '3185', '4257', '4258']",37.78092,-122.464268,6th Ave & Geary Blvd
"['5372', '6924', '6925']",37.794492,-122.411316,Mason St & Washington St
"['4494', '4495', '6804', '6805']",37.78288775,-122.42070575,Eddy St & Van Ness Ave
"['3311', '4313']",37.762473,-122.4350295,17th St & Castro St
"['5207', '5208', '7091', '7092']",37.76113925,-122.48960975,Judah St & 31st Ave
"['6636', '6637']",37.741864,-122.502476,Taraval St & 44th Ave
"['5074', '5075']",37.798325500000004,-122.41887,Hyde St & Green St
"['5793', '7101']",37.7249325,-122.461395,Ocean Ave & Jules Ave
"['6284', '6285', '7049', '7050']",37.72895925,-122.44000949999999,San Jose Ave & Santa Rosa Ave
['5175'],37.80832,-122.415514,Jefferson St & Taylor St
"['4517', '4518']",37.8009345,-122.3991445,The Embarcadero & Green St
"['5817', '6067', '6068']",37.78638733333333,-122.40806666666667,O'Farrell St & Powell St
"['3715', '3716']",37.7131715,-122.45904,Broad St & Capitol Ave
"['6809', '6810']",37.8004055,-122.424361,Van Ness Ave & Greenwich St
"['6630', '6631']",37.7422945,-122.49283449999999,Taraval St & 35th Ave
['5787'],37.724957,-122.461059,Ocean Ave & Dorado Ter
"['6334', '6606', '7550']",37.79033,-122.40059533333334,Sansome St & Sutter St
"['5784', '5785']",37.7229935,-122.451157,OCEAN AVE/CCSF Pedestrian Bridge
"['5613', '5614', '6206']",37.735913333333336,-122.42448333333334,Mission St & Richland Ave
['3723'],37.779474,-122.398068,Bryant St & 4th St
"['3532', '3533', '6626', '6627']",37.742526749999996,-122.487482,30th Ave & Taraval St
"['3507', '4345']",37.75259,-122.394756,25th St & Dakota St
['4350'],37.766056,-122.40163,De Haro St & 16th St
"['5676', '7423']",37.7789445,-122.41455099999999,Market St & Hyde St
['6059'],37.795316,-122.409774,Powell St & Jackson St
['5694'],37.785777,-122.405859,Market St & Stockton St
"['4871', '6598']",37.7883755,-122.415183,Leavenworth St & Sutter St
"['3445', '5312', '5313']",37.76518333333333,-122.48169333333334,23rd Ave & Lincoln Way
"['3504', '3505', '4128']",37.752388333333336,-122.39645399999999,25th St & Connecticut St
"['3103', '3104', '3410', '3411']",37.76059525,-122.38856899999999,3rd St & 20th St
"['4881', '4882', '5038']",37.722009666666665,-122.45010966666666,Geneva Ave & Howth St
['5607'],37.72431,-122.43519,Mission St & Norton St
"['7603', '7604', '7605', '7619']",37.790017000000006,-122.39407175,Beale St. & Howard St.
"['4532', '4533', '4534']",37.796708333333335,-122.39548066666667,The Embarcadero & Washington St
"['5245', '7267']",37.748349000000005,-122.4588705,Laguna Honda Blvd/opp Forest Hill
"['3012', '5639']",37.78921,-122.401306,2nd St & Market St
"['5679', '5680']",37.777593499999995,-122.4162245,Market St & Larkin St
"['4621', '4622', '4993', '4994']",37.7758365,-122.43119975,Fillmore St & Hayes St
"['4899', '4900', '4901', '6343', '6344']",37.70843980000001,-122.420056,Geneva Ave & Santos St
['6998'],37.767327,-122.429321,Metro Church Station/Outbound
"['3863', '3864']",37.793354,-122.39878150000001,California St & Front St
"['6490', '6491', '6781']",37.796760666666664,-122.43711033333334,Steiner St & Union St
['5835'],37.77073,-122.42031,150 Otis St
"['3281', '3282', '3730', '3731']",37.76551075,-122.41041049999998,16th St & Bryant St
"['4306', '7649']",37.787192000000005,-122.410121,Geary Blvd & Mason St
"['4117', '6512', '6513']",37.79920066666666,-122.40884333333332,Columbus Ave & Stockton St
"['4946', '4947']",37.7698035,-122.4485645,Haight St & Clayton St
['6350'],37.71467,-122.40046,3801 San Bruno Ave
"['4425', '4426', '4991', '4992']",37.77498275,-122.43781925,Divisadero St & Hayes St
"['6370', '6371']",37.71686,-122.399885,San Bruno Ave & Wilde Ave
['3994'],37.754785,-122.427659,Church St & 22nd St
"['3169', '4969', '7650']",37.77905466666667,-122.40200499999999,5th St & Harrison St
"['3555', '3556']",37.7815195,-122.4934345,33rd Ave & Clement St
"['6348', '6349']",37.71479,-122.40057,3800 San Bruno Ave
"['4119', '4120', '6749', '6750', '6751']",37.8003672,-122.41022419999999,Columbus Ave & Union St
['6798'],37.79608,-122.423331,Van Ness Ave & Broadway
"['3535', '3536', '4000', '4001', '7002', '7317']",37.74212516666667,-122.42652583333332,30th St & Church St
"['3901', '3902']",37.7916275,-122.4124645,California St & Taylor St
"['4869', '6017']",37.787405,-122.41473500000001,Leavenworth St & Post St
"['4295', '4296', '4614', '4615']",37.78434125,-122.43304849999998,Geary Blvd & Fillmore St
"['4883', '4884']",37.7149555,-122.4378105,Geneva Ave & Madrid St
"['3516', '3517']",37.7508065,-122.400087,26th St & De Haro St
"['4757', '6057', '6058']",37.78737733333333,-122.40828033333332,Geary Blvd & Powell St
"['6821', '6822']",37.7755025,-122.419446,Van Ness Ave & Oak St
"['5897', '5898']",37.764294,-122.4544145,Parnassus Ave & Willard St
"['3877', '3878', '4863']",37.791169333333336,-122.41567666666667,California St & Leavenworth St
['6997'],37.778675,-122.414995,Metro Civic Center Station/Outbd
"['5624', '5625']",37.730554999999995,-122.42949,Mission St & Trumbull St
"['5858', '5859', '6825']",37.79484333333334,-122.42316666666666,Pacific Ave & Van Ness Ave
"['5162', '5163']",37.7922755,-122.4362145,Jackson St & Steiner St
"['3476', '3477', '5565', '5566']",37.752204750000004,-122.418453,24th St & Mission St
"['5690', '5691', '7123']",37.765835333333335,-122.431021,Market St & Sanchez St
"['6022', '6071', '6072']",37.78829566666667,-122.40824466666668,Post St & Powell St
"['7348', '7393', '7401']",37.732268,-122.39151733333334,Third Street/Revere/Shafter
['5674'],37.78639,-122.40516,Market St & Grant Ave
['5418'],37.720988,-122.447127,Balboa Park BART/Mezzanine Level
"['4097', '4098', '5889', '5890']",37.764771,-122.44985675000001,Cole St & Parnassus Ave
"['3218', '3219', '4854', '4855']",37.75845275,-122.46592575,9th Ave & Lawton St
"['5174', '7695']",37.808335,-122.412938,Jefferson St & Powell St
"['3188', '3189']",37.756682,-122.4636555,1697 7th Ave
"['4637', '4638', '4639', '6295', '6296']",37.789784600000004,-122.43403779999998,Fillmore St & Sacramento St
['5809'],37.727199,-122.46648,Ocean Ave & Westgate Dr
['4940'],37.770928,-122.440261,Haight St & Baker St
"['3325', '3326', '4314', '4315']",37.760874,-122.43499375,18th St & Castro St
"['3512', '3513', '6960', '6961']",37.75226725,-122.39839225,25th St & Wisconsin St
"['3880', '3881']",37.7918095,-122.4109685,California St & Mason St
"['5156', '5364', '5365']",37.795521666666666,-122.41163933333333,Jackson St & Mason St
"['3268', '3269']",37.741504500000005,-122.47124600000001,15th Ave & Ulloa St
"['3291', '3292', '3293', '3303', '5551', '5552', '7098']",37.76505457142857,-122.41959885714286,16th St & Mission St
"['4723', '4724', '5591']",37.789991666666666,-122.39625000000001,Fremont St & Mission St
"['4878', '5243']",37.7510345,-122.461197,Laguna Honda Blvd & Clarendon Ave
"['6618', '6619']",37.742928500000005,-122.4786085,Taraval St & 22nd Ave
"['3128', '5053']",37.7848925,-122.400542,3rd St & Howard St
"['6642', '6643', '6644']",37.80527233333333,-122.41524566666668,Taylor St & Bay St
"['6523', '6524', '6611']",37.78948,-122.40701066666668,Stockton St & Sutter St
"['5238', '5239', '5240', '7166', '7397', '7405']",37.776285666666666,-122.394032,King St & 4th St
['5671'],37.79192,-122.39815,Market St & Front St
"['6187', '6188']",37.767390500000005,-122.40282049999999,Rhode Island St & 15th St
['5573'],37.73217,-122.428,4080 Mission St
"['3197', '6700', '6701']",37.771829,-122.401821,7th St & Townsend St
"['3539', '3540', '3541', '5571', '5572']",37.742395599999995,-122.42200399999999,Mission St & 30th St
"['5066', '5067']",37.802876,-122.4197915,Hyde St & Chestnut St
"['3376', '3385', '3387', '7161']",37.71483375,-122.470329,19th Ave & Randolph St
"['3649', '3650', '4287', '4288', '7839', '7854']",37.781369833333336,-122.45881750000001,Arguello Blvd & Geary Blvd
['6366'],37.71384,-122.40213,San Bruno Ave & Somerset St
"['5895', '5896']",37.764489999999995,-122.4527645,Parnassus Ave & Stanyan St
"['3803', '6952', '6953', '7807']",37.7281595,-122.4788465,Buckingham Way & Winston Dr
['6119'],37.755413,-122.406472,POTRERO AVE/SF General Hospital
['5659'],37.769786,-122.426149,Market St & Buchanan St
['3144'],37.782168,-122.396782,3rd St & Perry St
"['5001', '5002', '5714', '5715']",37.77398975,-122.44612825,Hayes St & Masonic Ave
"['5224', '5225', '6529', '6530', '7096']",37.760862599999996,-122.495786,Judah St & Sunset Blvd
"['5061', '5062']",37.796420499999996,-122.4184865,Hyde St & Broadway
"['3522', '6200']",37.750722499999995,-122.40123299999999,26th St & Rhode Island St
"['5577', '5578']",37.7389285,-122.4239555,Mission St & Appleton Ave
"['4235', '6479']",37.77468,-122.4546165,Fulton St & Stanyan St
['5164'],37.795255,-122.413202,Jackson St & Taylor St
"['6221', '6222']",37.757345,-122.42693299999999,Right Of Way/Liberty St
"['5366', '5367', '5847', '5848']",37.79622675,-122.41170525,Mason St & Pacific Ave
"['5888', '7688']",37.763049,-122.459067,513 Parnassus Ave
['5675'],37.77057,-122.424971,Market St & Guerrero St
"['6069', '6070']",37.7910865,-122.4089855,Powell St & Pine St
"['5336', '5682']",37.792756999999995,-122.3961485,Main St & Market St
"['5620', '5621', '6413', '6414', '6415']",37.728756600000004,-122.43128099999998,Mission St & Silver Ave
"['5557', '5558']",37.75864,-122.419055,Mission St & 20th St
"['3206', '4972']",37.773701,-122.4084445,8th St & Harrison St
"['7352', '7365']",37.7427265,-122.387977,Third Street & Evans Ave
"['3211', '3212', '3213', '5123']",37.764026,-122.46625925,9th Ave & Irving St
['6646'],37.804383,-122.414952,Taylor St & Francisco St
"['5692', '7818']",37.7751315,-122.419321,Market St & South Van Ness Ave
"['6339', '6340', '6341', '6342']",37.711744249999995,-122.41881775,Santos St & Brookdale Ave
"['6269', '6270', '6271']",37.71968833333333,-122.447449,San Jose Ave & Niagra Ave
"['3611', '3612', '7003']",37.784055,-122.40815033333332,Cyril Magnin St & Market St
['7804'],37.723031,-122.446932,Ocean Ave&I-280 on-ramp NE-NS/SB
"['5672', '5673']",37.773072,-122.4218795,Market St & Gough St
['6621'],37.742735,-122.481199,Taraval St & 24th Ave
"['3491', '3492', '3839', '3840']",37.783892,-122.4850145,25th Ave & California St
"['4156', '4157', '5583', '5584']",37.74098,-122.42271475000001,Cortland Ave & Mission St
"['3598', '3599', '6638', '6639']",37.741782,-122.50451775,46th Ave & Taraval St
"['3442', '5202', '7086']",37.76157833333334,-122.48124066666666,23rd Ave & Judah St
['7758'],37.765544,-122.477243,Cross Over Dr&Lincoln St
"['3168', '4659']",37.780348000000004,-122.4033345,5th St & Folsom St
"['6736', '6737']",37.741485,-122.468635,Ulloa St & Forest Side Ave
['5695'],37.782316,-122.410228,Market St & Taylor St
"['3511', '6040', '6041']",37.751437,-122.40636566666666,25th St & Potrero Ave
"['5209', '5210', '7093', '7094']",37.76098825,-122.49306475,Judah St & 34th Ave
"['3288', '3289']",37.76545,-122.413133,16th St & Harrison St
"['3408', '3409', '6950', '6951']",37.726778499999995,-122.475934,20th Ave & Winston Dr
"['5072', '5073']",37.801002,-122.419408,Hyde St & Greenwich St
"['4303', '4865']",37.786493,-122.4148355,Geary Blvd & Leavenworth St
"['5891', '5892']",37.7637625,-122.45685549999999,Parnassus Ave & Hillway Ave
"['6345', '6346']",37.7099475,-122.419363,Santos St & Velasco Ave
['7794'],37.789597,-122.388626,The Embarcadero&Harrison St NW-NS/PS
